0,1,2,3
Strip,Chris Brown Featuring Kevin K-MAC McCall,2012,hiphop
Make Me Proud,Drake Featuring Nicki Minaj,2012,hiphop
Ni**as in Paris,Jay Z Kanye West,2012,hiphop
Nobody's Perfect,J. Cole Featuring Missy Elliott,2012,hiphop
Drank In My Cup,Kirko Bangz,2012,hiphop
Lemme See,Usher Featuring Rick Ross,2012,hiphop
Birthday Cake,Rihanna Featuring Chris Brown,2012,hiphop
Cashin' Out,Ca$h Out,2012,hiphop
Party,Beyonce Featuring Andre 3000,2012,hiphop
UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,2012,hiphop
Another Round,Fat Joe Featuring Chris Brown,2012,hiphop
Dance (A$$),Big Sean Featuring Nicki Minaj,2012,hiphop
Leave You Alone,Young Jeezy Featuring Ne-Yo,2012,hiphop
Stay,Tyrese,2012,hiphop
Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",2012,hiphop
Thank You,Estelle,2012,hiphop
Can't Get Enough,J. Cole Featuring Trey Songz,2012,hiphop
Mr. Wrong,Mary J. Blige Featuring Drake,2012,hiphop
Tonight (Best You Ever Had),John Legend Featuring Ludacris,2012,hiphop
I Do,Young Jeezy Featuring Jay-Z & Andre 3000,2012,hiphop
Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",2012,hiphop
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",2012,hiphop
Rack City,Tyga,2012,hiphop
Crew Love,Drake Featuring The Weeknd,2012,hiphop
Dance For You,Beyonce,2012,hiphop
Put It Down,Brandy Featuring Chris Brown,2012,hiphop
Turn On The Lights,Future,2012,hiphop
You The Boss,Rick Ross Featuring Nicki Minaj,2012,hiphop
Ayy Ladies,Travis Porter Featuring Tyga,2012,hiphop
That Way,Wale Featuring Jeremih & Rick Ross,2012,hiphop
Sex Ain't Better Than Love,Trey Songz,2012,hiphop
Amen,Meek Mill Featuring Drake,2012,hiphop
Pray For Me,Anthony Hamilton,2012,hiphop
Love After War,Robin Thicke,2012,hiphop
Dive In,Trey Songz,2012,hiphop
Beez In The Trap,Nicki Minaj Featuring 2 Chainz,2012,hiphop
Thinkin Bout You,Frank Ocean,2012,hiphop
Refill,Elle Varner,2012,hiphop
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,2012,hiphop
She Will,Lil Wayne Featuring Drake,2012,hiphop
Enough Of No Love,Keyshia Cole Featuring Lil Wayne,2012,hiphop
Fool For You,Cee Lo Green Featuring Melanie Fiona or Phillip Bailey,2012,hiphop
Headlines,Drake,2012,hiphop
2 Reasons,Trey Songz Featuring T.I.,2012,hiphop
Do It Like You,Diggy Featuring Jeremih,2012,hiphop
Take Care,Drake Featuring Rihanna,2012,hiphop
Round Of Applause,Waka Flocka Flame Featuring Drake,2012,hiphop
Magic,Future Featuring T.I.,2012,hiphop
Birthday Song,2 Chainz Featuring Kanye West,2012,hiphop
Clique,"Kanye West, Jay-Z, Big Sean",2012,hiphop
Gotta Have It,Jay Z Kanye West,2012,hiphop
Share My Love,R. Kelly,2012,hiphop
Countdown,Beyonce,2012,hiphop
Same Damn Time,Future,2012,hiphop
Work Out,J. Cole,2012,hiphop
"Work Hard, Play Hard",Wiz Khalifa,2012,hiphop
Feelin' Single,R. Kelly,2012,hiphop
Blessed,Jill Scott,2012,hiphop
Woo,Anthony Hamilton,2012,hiphop
You're On My Mind,Kem,2012,hiphop
Lately,Anita Baker,2012,hiphop
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,2012,hiphop
Touch'N You,Rick Ross Featuring Usher,2012,hiphop
Talk That Talk,Rihanna Featuring Jay-Z,2012,hiphop
Go Get It,Mary Mary,2012,hiphop
Beautiful Surprise,Tamia,2012,hiphop
Real Love,Eric Benet,2012,hiphop
Right By My Side,Nicki Minaj Featuring Chris Brown,2012,hiphop
Stay Together,Ledisi Featuring Jaheim,2012,hiphop
Girl On Fire,Alicia Keys Featuring Nicki Minaj,2012,hiphop
Sweet Love,Chris Brown,2012,hiphop
All Tied Up,Robin Thicke,2012,hiphop
Body 2 Body,Ace Hood Featuring Chris Brown,2012,hiphop
Sabotage,Wale Featuring Lloyd,2012,hiphop
Till I Die,Chris Brown Featuring Big Sean & Wiz Khalifa,2012,hiphop
Faded,Tyga Featuring Lil Wayne,2012,hiphop
Wet The Bed,Chris Brown Featuring Ludacris,2012,hiphop
Sure Thing,Miguel,2012,hiphop
Until It's Gone,Monica,2012,hiphop
Swimming Pools (Drank),Kendrick Lamar,2012,hiphop
Diced Pineapples,Rick Ross Featuring Wale & Drake,2012,hiphop
Ice,Kelly Rowland Featuring Lil Wayne,2012,hiphop
Next Breath,Tank,2012,hiphop
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,2012,hiphop
Let's Talk,Omarion Featuring Rick Ross,2012,hiphop
I Don't Like,Chief Keef Featuring Lil Reese,2012,hiphop
Lazy Love,Ne-Yo,2012,hiphop
My Homies Still,Lil Wayne Featuring Big Sean,2012,hiphop
So Gone (What My Mind Says),Jill Scott Featuring Paul Wall,2012,hiphop
No Worries,Lil Wayne Featuring Detail,2012,hiphop
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,hiphop
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,hiphop
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,hiphop
Suit & Tie,Justin Timberlake Featuring JAY Z,2013,hiphop
Holy Grail,Jay Z Featuring Justin Timberlake,2013,hiphop
Diamonds,Rihanna,2013,hiphop
Started From The Bottom,Drake,2013,hiphop
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",2013,hiphop
"Hold On, We're Going Home",Drake Featuring Majid Jordan,2013,hiphop
Love Me,Lil Wayne Featuring Drake & Future,2013,hiphop
Power Trip,J. Cole Featuring Miguel,2013,hiphop
Girl On Fire,Alicia Keys Featuring Nicki Minaj,2013,hiphop
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,2013,hiphop
Bad,Wale Featuring Tiara Thomas Or Rihanna,2013,hiphop
Adorn,Miguel,2013,hiphop
Pour It Up,Rihanna,2013,hiphop
Swimming Pools (Drank),Kendrick Lamar,2013,hiphop
Berzerk,Eminem,2013,hiphop
Body Party,Ciara,2013,hiphop
"Bitch, Don't Kill My Vibe",Kendrick Lamar,2013,hiphop
U.O.E.N.O.,Rocko Featuring Future & Rick Ross,2013,hiphop
#Beautiful,Mariah Carey Featuring Miguel,2013,hiphop
Poetic Justice,Kendrick Lamar Featuring Drake,2013,hiphop
Next To Me,Emeli Sande,2013,hiphop
Crooked Smile,J. Cole Featuring TLC,2013,hiphop
Bugatti,Ace Hood Featuring Future & Rick Ross,2013,hiphop
I'm Different,2 Chainz,2013,hiphop
Rich As F**k,Lil Wayne Featuring 2 Chainz,2013,hiphop
Clique,"Kanye West, Jay-Z, Big Sean",2013,hiphop
Gas Pedal,Sage The Gemini Featuring IamSu!,2013,hiphop
Love More,Chris Brown Featuring Nicki Minaj,2013,hiphop
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2013,hiphop
Fine China,Chris Brown,2013,hiphop
All Gold Everything,Trinidad James,2013,hiphop
No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2013,hiphop
No Worries,Lil Wayne Featuring Detail,2013,hiphop
Thinkin Bout You,Frank Ocean,2013,hiphop
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,2013,hiphop
We Still In This B****,B.o.B Featuring T.I. & Juicy J,2013,hiphop
Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,2013,hiphop
Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",2013,hiphop
The Monster,Eminem Featuring Rihanna,2013,hiphop
Type Of Way,Rich Homie Quan,2013,hiphop
Take Back The Night,Justin Timberlake,2013,hiphop
Give It 2 U,Robin Thicke Featuring Kendrick Lamar,2013,hiphop
Red Nose,Sage The Gemini,2013,hiphop
Wicked Games,The Weeknd,2013,hiphop
Loveeeeeee Song,Rihanna Featuring Future,2013,hiphop
Tom Ford,JAY-Z,2013,hiphop
Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,2013,hiphop
Neva End,Future,2013,hiphop
R.I.P.,Young Jeezy Featuring 2 Chainz,2013,hiphop
Love And War,Tamar Braxton,2013,hiphop
Battle Scars,Lupe Fiasco & Guy Sebastian,2013,hiphop
HeadBand,B.o.B Featuring 2 Chainz,2013,hiphop
How Many Drinks?,Miguel,2013,hiphop
Ball,T.I. Featuring Lil Wayne,2013,hiphop
Don't Drop That Thun Thun!,The FiNATTiCZ,2013,hiphop
Ain't Worried About Nothin,French Montana,2013,hiphop
I Luv This Sh*t,August Alsina Featuring Trinidad James,2013,hiphop
Feds Watching,2 Chainz Featuring Pharrell,2013,hiphop
High School,Nicki Minaj Featuring Lil Wayne,2013,hiphop
My Hitta,YG Featuring Jeezy & Rich Homie Quan,2013,hiphop
Love Sosa,Chief Keef,2013,hiphop
Rap God,Eminem,2013,hiphop
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,2013,hiphop
Kisses Down Low,Kelly Rowland,2013,hiphop
Who Booty,Jonn Hart Featuring IamSU!,2013,hiphop
Don't Judge Me,Chris Brown,2013,hiphop
Wild For The Night,A$AP Rocky Featuring Skrillex,2013,hiphop
All Me,Drake Featuring 2 Chainz & Big Sean,2013,hiphop
Karate Chop (Remix),Future Featuring Lil Wayne,2013,hiphop
F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,2013,hiphop
TKO,Justin Timberlake,2013,hiphop
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",2013,hiphop
Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",2013,hiphop
Bounce It,Juicy J Featuring Wale & Trey Songz,2013,hiphop
Guap,Big Sean,2013,hiphop
Remember You,Wiz Khalifa Featuring The Weeknd,2013,hiphop
Survival,Eminem,2013,hiphop
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,2013,hiphop
Honest,Future,2013,hiphop
Without Me,Fantasia Featuring Kelly Rowland & Missy Elliott,2013,hiphop
Ready,Fabolous Featuring Chris Brown,2013,hiphop
Dope,Tyga Featuring Rick Ross,2013,hiphop
Memories Back Then,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",2013,hiphop
Birthday Song,2 Chainz Featuring Kanye West,2013,hiphop
The One,Tamar Braxton,2013,hiphop
Show Out,Juicy J Featuring Big Sean & Young Jeezy,2013,hiphop
It Won't Stop,Sevyn Streeter Featuring Chris Brown,2013,hiphop
Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",2013,hiphop
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",2013,hiphop
V.S.O.P.,K. Michelle,2013,hiphop
No Lie,2 Chainz Featuring Drake,2013,hiphop
Freaks,French Montana Featuring Nicki Minaj,2013,hiphop
Work,A$AP Ferg,2013,hiphop
LoveHate Thing,Wale Featuring Sam Dew,2013,hiphop
I'm Out,Ciara Featuring Nicki Minaj,2013,hiphop
Versace,Migos,2013,hiphop
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",2013,hiphop
Happy,Pharrell Williams,2014,hiphop
All Of Me,John Legend,2014,hiphop
Fancy,Iggy Azalea Featuring Charli XCX,2014,hiphop
Talk Dirty,Jason Derulo Featuring 2 Chainz,2014,hiphop
The Monster,Eminem Featuring Rihanna,2014,hiphop
Black Widow,Iggy Azalea Featuring Rita Ora,2014,hiphop
Drunk In Love,Beyonce Featuring Jay Z,2014,hiphop
Wiggle,Jason Derulo Featuring Snoop Dogg,2014,hiphop
Anaconda,Nicki Minaj,2014,hiphop
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014,hiphop
Don't Tell 'Em,Jeremih Featuring YG,2014,hiphop
Show Me,Kid Ink Featuring Chris Brown,2014,hiphop
The Man,Aloe Blacc,2014,hiphop
Hot Boy,Bobby Shmurda,2014,hiphop
2 On,Tinashe Featuring ScHoolboy Q,2014,hiphop
Na Na,Trey Songz,2014,hiphop
My Hitta,YG Featuring Jeezy & Rich Homie Quan,2014,hiphop
"Hold On, We're Going Home",Drake Featuring Majid Jordan,2014,hiphop
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,2014,hiphop
New Flame,Chris Brown Featuring Usher & Rick Ross,2014,hiphop
Partition,Beyonce,2014,hiphop
Love Never Felt So Good,Michael Jackson & Justin Timberlake,2014,hiphop
No Mediocre,T.I. Featuring Iggy Azalea,2014,hiphop
Studio,ScHoolboy Q Featuring BJ The Chicago Kid,2014,hiphop
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2014,hiphop
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,2014,hiphop
Believe Me,Lil Wayne Featuring Drake,2014,hiphop
Paranoid,Ty Dolla $ign Featuring B.o.B,2014,hiphop
0 To 100 / The Catch Up,Drake,2014,hiphop
Pills N Potions,Nicki Minaj,2014,hiphop
The Worst,Jhene Aiko,2014,hiphop
We Dem Boyz,Wiz Khalifa,2014,hiphop
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,2014,hiphop
Rap God,Eminem,2014,hiphop
No Flex Zone,Rae Sremmurd,2014,hiphop
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2014,hiphop
Trophies,Young Money Featuring Drake,2014,hiphop
Who Do You Love?,YG Featuring Drake,2014,hiphop
All Me,Drake Featuring 2 Chainz & Big Sean,2014,hiphop
About The Money,T.I. Featuring Young Thug,2014,hiphop
It Won't Stop,Sevyn Streeter Featuring Chris Brown,2014,hiphop
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",2014,hiphop
Main Chick,Kid Ink Featuring Chris Brown,2014,hiphop
Cut Her Off,KCamp Featuring 2 Chainz,2014,hiphop
Work,Iggy Azalea,2014,hiphop
Up Down (Do This All Day),T-Pain Featuring B.o.B,2014,hiphop
Come Get It Bae,Pharrell Williams,2014,hiphop
Stoner,Young Thug,2014,hiphop
Good Kisser,Usher,2014,hiphop
V. 3005,Childish Gambino,2014,hiphop
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2014,hiphop
I Don't F**k With You,Big Sean Featuring E-40,2014,hiphop
No Type,Rae Sremmurd,2014,hiphop
Tuesday,I LOVE MAKONNEN Featuring Drake,2014,hiphop
Man Of The Year,ScHoolboy Q,2014,hiphop
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",2014,hiphop
Love More,Chris Brown Featuring Nicki Minaj,2014,hiphop
Holy Grail,Jay Z Featuring Justin Timberlake,2014,hiphop
Fight Night,Migos,2014,hiphop
XO,Beyonce,2014,hiphop
The Language,Drake,2014,hiphop
Ride,SoMo,2014,hiphop
Part II (On The Run),Jay Z Featuring Beyonce,2014,hiphop
Gas Pedal,Sage The Gemini Featuring IamSu!,2014,hiphop
i,Kendrick Lamar,2014,hiphop
Hookah,Tyga Featuring Young Thug,2014,hiphop
Headlights,Eminem Featuring Nate Ruess,2014,hiphop
Foreign,Trey Songz,2014,hiphop
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2014,hiphop
She Twerkin,Ca$h Out,2014,hiphop
Bound 2,Kanye West,2014,hiphop
24 Hours,TeeFLii Featuring 2 Chainz,2014,hiphop
They Don't Know,Rico Love,2014,hiphop
TKO,Justin Timberlake,2014,hiphop
Handsome And Wealthy,Migos,2014,hiphop
I Won,Future Featuring Kanye West,2014,hiphop
Walk Thru,Rich Homie Quan Featuring Problem,2014,hiphop
You & I (Nobody In The World),John Legend,2014,hiphop
I Luv This Sh*t,August Alsina Featuring Trinidad James,2014,hiphop
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,2014,hiphop
Can't Raise A Man,K. Michelle,2014,hiphop
Berzerk,Eminem,2014,hiphop
2AM.,Adrian Marcel Featuring Sage The Gemini,2014,hiphop
Survival,Eminem,2014,hiphop
Confident,Justin Bieber Featuring Chance The Rapper,2014,hiphop
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",2014,hiphop
Seen It All,Jeezy Featuring Jay Z,2014,hiphop
I Mean It,G-Eazy Featuring Remo,2014,hiphop
Money Baby,KCamp Featuring Kwony Ca$h,2014,hiphop
Yayo,Snootie Wild & Yo Gotti & DJ Drama,2014,hiphop
No Love,August Alsina,2014,hiphop
Worst Behavior,Drake,2014,hiphop
Tom Ford,JAY-Z,2014,hiphop
I Know,Yo Gotti Featuring Rich Homie Quan,2014,hiphop
HeadBand,B.o.B Featuring 2 Chainz,2014,hiphop
Guts Over Fear,Eminem Featuring Sia,2014,hiphop
Often,The Weeknd,2014,hiphop
She Knows,J. Cole Featuring Amber Coffman & The Cults,2014,hiphop
John Doe,B.o.B Featuring Priscilla,2014,hiphop
Red Nose,Sage The Gemini,2014,hiphop
See You Again,Wiz Khalifa Featuring Charlie Puth,2015,hiphop
Trap Queen,Fetty Wap,2015,hiphop
Watch Me,Silento,2015,hiphop
The Hills,The Weeknd,2015,hiphop
Can't Feel My Face,The Weeknd,2015,hiphop
Earned It (Fifty Shades Of Grey),The Weeknd,2015,hiphop
679,Fetty Wap Featuring Remy Boyz,2015,hiphop
Hotline Bling,Drake,2015,hiphop
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,2015,hiphop
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,2015,hiphop
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,2015,hiphop
Somebody,Natalie La Rose Featuring Jeremih,2015,hiphop
My Way,Fetty Wap Featuring Monty,2015,hiphop
B**** Better Have My Money,Rihanna,2015,hiphop
Nasty Freestyle,T-Wayne,2015,hiphop
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",2015,hiphop
I Don't Mind,Usher Featuring Juicy J,2015,hiphop
I Don't F**k With You,Big Sean Featuring E-40,2015,hiphop
7/11,Beyonce,2015,hiphop
Flex (Ooh Ooh Ooh),Rich Homie Quan,2015,hiphop
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,2015,hiphop
Classic Man,Jidenna Featuring Roman GianArthur,2015,hiphop
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,2015,hiphop
Blessings,Big Sean Featuring Drake,2015,hiphop
No Type,Rae Sremmurd,2015,hiphop
One Dance,Drake Featuring WizKid & Kyla,2016,hiphop
Panda,Desiigner,2016,hiphop
Work,Rihanna Featuring Drake,2016,hiphop
Needed Me,Rihanna,2016,hiphop
"Me, Myself & I",G-Eazy x Bebe Rexha,2016,hiphop
Hotline Bling,Drake,2016,hiphop
Too Good,Drake Featuring Rihanna,2016,hiphop
Broccoli,D.R.A.M. Featuring Lil Yachty,2016,hiphop
Here,Alessia Cara,2016,hiphop
The Hills,The Weeknd,2016,hiphop
Controlla,Drake,2016,hiphop
Jumpman,Drake & Future,2016,hiphop
Don't Mind,Kent Jones,2016,hiphop
Don't,Bryson Tiller,2016,hiphop
Low Life,Future Featuring The Weeknd,2016,hiphop
For Free,DJ Khaled Featuring Drake,2016,hiphop
Starboy,The Weeknd Featuring Daft Punk,2016,hiphop
2 Phones,Kevin Gates,2016,hiphop
Oui,Jeremih,2016,hiphop
In The Night,The Weeknd,2016,hiphop
Down In The DM,Yo Gotti Featuring Nicki Minaj,2016,hiphop
Luv,Tory Lanez,2016,hiphop
Sorry,Beyonce,2016,hiphop
Say It,Tory Lanez,2016,hiphop
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2016,hiphop
Exchange,Bryson Tiller,2016,hiphop
Antidote,Travis Scott,2016,hiphop
Pop Style,Drake Featuring The Throne,2016,hiphop
679,Fetty Wap Featuring Remy Boyz,2016,hiphop
White Iverson,Post Malone,2016,hiphop
Cut It,O.T. Genasis Featuring Young Dolph,2016,hiphop
Back To Sleep,Chris Brown,2016,hiphop
No Limit,Usher Featuring Young Thug,2016,hiphop
Wicked,Future,2016,hiphop
Tiimmy Turner,Desiigner,2016,hiphop
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2016,hiphop
Really Really,Kevin Gates,2016,hiphop
Father Stretch My Hands Pt. 1,Kanye West,2016,hiphop
Summer Sixteen,Drake,2016,hiphop
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,2016,hiphop
I Got The Keys,DJ Khaled Featuring Jay Z & Future,2016,hiphop
Money Longer,Lil Uzi Vert,2016,hiphop
Uber Everywhere,MadeinTYO,2016,hiphop
THat Part,ScHoolboy Q Featuring Kanye West,2016,hiphop
Best Friend,Young Thug,2016,hiphop
Can't Feel My Face,The Weeknd,2016,hiphop
Hold Up,Beyonce,2016,hiphop
Come And See Me,PARTYNEXTDOOR Featuring Drake,2016,hiphop
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2016,hiphop
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,2016,hiphop
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,2016,hiphop
OOOUUU,Young M.A,2016,hiphop
My PYT,Wale,2016,hiphop
1 Night,Lil Yachty,2016,hiphop
Again,Fetty Wap,2016,hiphop
Childs Play,Drake,2016,hiphop
Formation,Beyonce,2016,hiphop
Wake Up,Fetty Wap,2016,hiphop
Caroline,Amine,2016,hiphop
Famous,Kanye West,2016,hiphop
You Was Right,Lil Uzi Vert,2016,hiphop
Body,Dreezy Featuring Jeremih,2016,hiphop
Still Here,Drake,2016,hiphop
Do It Like Me,DLOW,2016,hiphop
Promise,Kid Ink Featuring Fetty Wap,2016,hiphop
Hit The Quan,iLoveMemphis,2016,hiphop
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,2016,hiphop
Might Not,Belly Featuring The Weeknd,2016,hiphop
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,2016,hiphop
Hype,Drake,2016,hiphop
Kiss It Better,Rihanna,2016,hiphop
Big Rings,Drake & Future,2016,hiphop
My Boo,Ghost Town DJ's,2016,hiphop
Where Ya At,Future Featuring Drake,2016,hiphop
Lockjaw,French Montana Featuring Kodak Black,2016,hiphop
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,2016,hiphop
X,21 Savage & Metro Boomin Featuring Future,2016,hiphop
Sorry Not Sorry,Bryson Tiller,2016,hiphop
Acquainted,The Weeknd,2016,hiphop
No Shopping,French Montana Featuring Drake,2016,hiphop
Watch Out,2 Chainz,2016,hiphop
Gangsta,Kehlani,2016,hiphop
Sex With Me,Rihanna,2016,hiphop
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",2016,hiphop
Back Up,DeJ Loaf Featuring Big Sean,2016,hiphop
Look Alive,Rae Sremmurd,2016,hiphop
Grammys,Drake Featuring Future,2016,hiphop
Law,Yo Gotti Featuring E-40,2016,hiphop
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,2016,hiphop
The Fix,Nelly Featuring Jeremih,2016,hiphop
Key To The Streets,YFN Lucci Featuring Migos & Trouble,2016,hiphop
Grass Ain't Greener,Chris Brown,2016,hiphop
Fade,Kanye West,2016,hiphop
New Level,A$AP Ferg Featuring Future,2016,hiphop
Moolah,Young Greatness,2016,hiphop
With You,Drake Featuring PARTYNEXTDOOR,2016,hiphop
Stick Talk,Future,2016,hiphop
Might Be,DJ Luke Nasty,2016,hiphop
That's What I Like,Bruno Mars,2017,hiphop
Humble.,Kendrick Lamar,2017,hiphop
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017,hiphop
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017,hiphop
Unforgettable,French Montana Featuring Swae Lee,2017,hiphop
Congratulations,Post Malone Featuring Quavo,2017,hiphop
Mask Off,Future,2017,hiphop
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2017,hiphop
XO TOUR Llif3,Lil Uzi Vert,2017,hiphop
Bodak Yellow (Money Moves),Cardi B,2017,hiphop
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017,hiphop
24K Magic,Bruno Mars,2017,hiphop
Starboy,The Weeknd Featuring Daft Punk,2017,hiphop
iSpy,KYLE Featuring Lil Yachty,2017,hiphop
Redbone,Childish Gambino,2017,hiphop
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2017,hiphop
I Feel It Coming,The Weeknd Featuring Daft Punk,2017,hiphop
Fake Love,Drake,2017,hiphop
Bounce Back,Big Sean,2017,hiphop
Bad Things,Machine Gun Kelly x Camila Cabello,2017,hiphop
Love On The Brain,Rihanna,2017,hiphop
Location,Khalid,2017,hiphop
Bank Account,21 Savage,2017,hiphop
Rake It Up,Yo Gotti Featuring Nicki Minaj,2017,hiphop
T-Shirt,Migos,2017,hiphop
Tunnel Vision,Kodak Black,2017,hiphop
Rockstar,Post Malone Featuring 21 Savage,2017,hiphop
Rolex,Ayo & Teo,2017,hiphop
DNA.,Kendrick Lamar,2017,hiphop
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2017,hiphop
Passionfruit,Drake,2017,hiphop
Swang,Rae Sremmurd,2017,hiphop
Loyalty.,Kendrick Lamar Featuring Rihanna,2017,hiphop
Slide,Calvin Harris Featuring Frank Ocean & Migos,2017,hiphop
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,2017,hiphop
Both,Gucci Mane Featuring Drake,2017,hiphop
Caroline,Amine,2017,hiphop
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",2017,hiphop
Love Galore,SZA Featuring Travis Scott,2017,hiphop
Slippery,Migos Featuring Gucci Mane,2017,hiphop
Young Dumb & Broke,Khalid,2017,hiphop
Magnolia,Playboi Carti,2017,hiphop
Everyday We Lit,YFN Lucci Featuring PnB Rock,2017,hiphop
Do Re Mi,blackbear,2017,hiphop
I Get The Bag,Gucci Mane Featuring Migos,2017,hiphop
Butterfly Effect,Travis Scott,2017,hiphop
Look At Me!,XXXTENTACION,2017,hiphop
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,2017,hiphop
Love.,Kendrick Lamar Featuring Zacari,2017,hiphop
Party,Chris Brown Featuring Usher & Gucci Mane,2017,hiphop
Deja Vu,J. Cole,2017,hiphop
Portland,Drake Featuring Quavo & Travis Scott,2017,hiphop
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",2017,hiphop
The Weekend,SZA,2017,hiphop
First Day Out,Tee Grizzley,2017,hiphop
Party Monster,The Weeknd,2017,hiphop
Love Me Now,John Legend,2017,hiphop
Gucci Gang,Lil Pump,2017,hiphop
Versace On The Floor,Bruno Mars,2017,hiphop
Goosebumps,Travis Scott,2017,hiphop
Moves,Big Sean,2017,hiphop
Used To This,Future Featuring Drake,2017,hiphop
Losin Control,Russ,2017,hiphop
The Race,Tay-K,2017,hiphop
OOOUUU,Young M.A,2017,hiphop
Privacy,Chris Brown,2017,hiphop
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,2017,hiphop
Shining,DJ Khaled Featuring Beyonce & JAY Z,2017,hiphop
No Heart,21 Savage & Metro Boomin,2017,hiphop
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2017,hiphop
Reminder,The Weeknd,2017,hiphop
Roll In Peace,Kodak Black Featuring XXXTENTACION,2017,hiphop
Good Drank,2 Chainz x Gucci Mane x Quavo,2017,hiphop
