0,1,2,3
Heartbreak Express,Dolly Parton,1982,country
Just Give Me What You Think Is Fair,Leon Everette,1982,country
Everybody Makes Mistakes,Lacy J. Dalton,1982,country
I Just Came Home To Count The Memories,John Anderson,1982,country
Would You Catch A Falling Star,John Anderson,1982,country
Islands In The Stream,Kenny Rogers with Dolly Parton,1983,country
Almost Over You,Sheena Easton,1983,country
Save the Last Dance for Me,Dolly Parton,1983,country
You Can't Run From Love,Eddie Rabbitt,1983,country
Whatever Happened To Old Fashioned Love,B.J. Thomas,1983,country
Lady Down On Love,Alabama,1983,country
Swingin',John Anderson,1983,country
The Sound of Goodbye,Crystal Gayle,1983,country
The Closer You Get,Alabama,1983,country
Cool Places,Sparks & Jane Wiedlin,1983,country
Your Love's On The Line,Earl Thomas Conley,1983,country
Eyes That See in the Dark,Kenny Rogers,1983,country
We've Got Tonight,Kenny Rogers & Sheena Easton,1983,country
A Little Good News,Anne Murray,1983,country
You're Gonna Ruin My Bad Reputation,Ronnie McDowell,1983,country
Tell Me A Lie,Janie Fricke,1983,country
Night Games,Charley Pride,1983,country
Houston (Means I'm One Day Closer to You),Larry Gatlin,1983,country
The Rose,Conway Twitty,1983,country
Paradise Tonight,Mickey Gilley,1983,country
Don't You Know How Much I Love You,Ronnie Milsap,1983,country
(Lost His Love) On Our Last Date,Emmylou Harris,1983,country
Jose Cuervo,Shelly West,1983,country
Going Where The Lonely Go,Merle Haggard,1983,country
Black Sheep,John Anderson,1983,country
A Fire I Can't Put Out,George Strait,1983,country
He's A Heartache (Looking For A Place To Happen),Janie Fricke,1983,country
Can't Even Get The Blues,Reba McEntire,1983,country
One Of A Kind Pair Of Fools,Barbara Mandrell,1983,country
Dixieland Delight,Alabama,1983,country
You Take Me For Granted,Merle Haggard,1983,country
I Wouldn't Change You If I Could,Ricky Skaggs,1983,country
Till I Gain Control Again,Crystal Gayle,1983,country
Inside,Ronnie Milsap,1983,country
Our Love Is on the Fault Line,Crystal Gayle,1983,country
Somebody's Gonna Love You,Lee Greenwood,1983,country
That's the Way Love Goes,Merle Haggard,1983,country
Highway 40 Blues,Ricky Skaggs,1983,country
New Looks From An Old Lover,B.J. Thomas,1983,country
"Baby, What About You",Crystal Gayle,1983,country
Pancho And Lefty,Willie Nelson & Merle Haggard,1983,country
Why Baby Why,Charley Pride,1983,country
Slow Burn,T. G. Sheppard,1983,country
American Made,Oak Ridge Boys,1983,country
Holding Her And Loving You,Earl Thomas Conley,1983,country
You're The First Time I've Thought About Leaving,Reba McEntire,1983,country
Talk To Me,Mickey Gilley,1983,country
Fool For Your Love,Mickey Gilley,1983,country
Baby I Lied,Deborah Allen,1983,country
Love Song,Oak Ridge Boys,1983,country
I'm Only In It For The Love,John Conlee,1983,country
If Hollywood Don't Need You,Don Williams,1983,country
When I'm Away From You,Bellamy Brothers,1983,country
Love Is On A Roll,Don Williams,1983,country
Lucille (You Won't Do Your Daddy's Will),Waylon Jennings,1983,country
Faking Love,T. G. Sheppard & Karen Brooks,1983,country
Common Man,John Conlee,1983,country
José Cuervo,Shelly West,1983,country
Stranger In My House,Ronnie Milsap,1983,country
Still Taking Chances,Michael Martin Murphey,1983,country
It Ain't Easy Bein' Easy,Janie Fricke,1983,country
In My Eyes,John Conlee,1983,country
I Always Get Lucky With You,George Jones,1983,country
Til I Gain Control Again,Crystal Gayle,1983,country
Like Nothing Ever Happened,Sylvia,1983,country
"Going, Going, Gone",Lee Greenwood,1983,country
Elizabeth,The Statler Brothers,1983,country
Don't Worry 'Bout Me Baby,Janie Fricke,1983,country
Lost In The Feeling,Conway Twitty,1983,country
Don't Cheat in Our Hometown,Ricky Skaggs,1983,country
"I Have Loved You, Girl (But Not Like This Before)",Earl Thomas Conley,1983,country
You've Got A Lover,Ricky Skaggs,1983,country
Last Thing I Needed First Thing This Morning,Willie Nelson,1983,country
Hey Bartender,Johnny Lee,1983,country
Nobody But You,Don Williams,1983,country
Tennessee Whiskey,George Jones,1983,country
You're Out Doing What I'm Here Doing Without,Gene Watson,1983,country
(Oh Baby Mine) I Get So Lonely,The Statler Brothers,1983,country
Shine On (Shine All Your Sweet Love On Me),George Jones,1983,country
Thank God For Kids,Oak Ridge Boys,1983,country
What Am I Gonna Do (With The Rest Of My Life),Merle Haggard,1983,country
Why Do I Have To Choose,Willie Nelson,1983,country
Lost My Baby Blues,David Frizzell,1983,country
Scarlet Fever,Kenny Rogers,1983,country
In Times Like These,Barbara Mandrell,1983,country
The Love She Found In Me,Gary Morris,1983,country
Your Love Shines Through,Mickey Gilley,1983,country
Gonna Go Huntin' Tonight,Hank Williams Jr.,1983,country
The Wind Beneath My Wings,Gary Morris,1983,country
You Don't Know Love,Janie Fricke,1983,country
What She Don't Know Won't Hurt Her,Gene Watson,1983,country
I Love Her Mind,Bellamy Brothers,1983,country
The Ride,David Allan Coe,1983,country
Snapshot,Sylvia,1983,country
Flight 309 To Tennessee,Shelly West,1983,country
All My Life,Kenny Rogers,1983,country
Foolin',Johnny Rodriguez,1983,country
Way Down Deep,Vern Gosdin,1983,country
You Made a Wanted Man of Me,Ronnie McDowell,1983,country
You Put The Beat In My Heart,Eddie Rabbitt,1983,country
To All The Girls I've Loved Before,Julio Iglesias & Willie Nelson,1984,country
Nobody Loves Me Like You Do,Anne Murray (with Dave Loggins),1984,country
Why Not Me,The Judds,1984,country
You Look So Good In Love,George Strait,1984,country
In My Eyes,John Conlee,1984,country
Slow Burn,T.G. Sheppard,1984,country
Just Another Woman In Love,Anne Murray,1984,country
Elizabeth,The Statler Brothers,1984,country
Turning Away,Crystal Gayle,1984,country
Show Her,Ronnie Milsap,1984,country
I've Been Around Enough To Know,John Schneider,1984,country
"Mama, He's Crazy",The Judds,1984,country
I Can Tell By The Way You Dance (You're Gonna Love Me Tonight),Vern Gosdin,1984,country
You're Gettin' To Me Again,Jim Glaser,1984,country
Uncle Pen,Ricky Skaggs,1984,country
I Don't Know A Thing About Love (The Moon Song),Conway Twitty,1984,country
Still Losing You,Ronnie Milsap,1984,country
Someday When Things Are Good,Merle Haggard,1984,country
That's The Thing About Love,Don Williams,1984,country
Tennessee Homesick Blues,Dolly Parton,1984,country
The Best Year of My Life,Eddie Rabbitt,1984,country
"Going, Going, Gone",Lee Greenwood,1984,country
I Don't Want To Be A Memory,Exile,1984,country
Give Me One More Chance,Exile,1984,country
Your Heart's Not In It,Janie Fricke,1984,country
Stay Young,Don Williams,1984,country
If You're Gonna Play In Texas (You Gotta Have A Fiddle In The Band),Alabama,1984,country
I Got Mexico,Eddy Raven,1984,country
The Sound Of Goodbye,Crystal Gayle,1984,country
City Of New Orleans,Willie Nelson,1984,country
That's The Way Love Goes,Merle Haggard,1984,country
Chance Of Lovin' You,Earl Thomas Conley,1984,country
When We Make Love,Alabama,1984,country
Somebody's Needin' Somebody,Conway Twitty,1984,country
Woke Up In Love,Exile,1984,country
My Only Love,The Statler Brothers,1984,country
You Could've Heard A Heart Break,Johnny Lee,1984,country
Right Or Wrong,George Strait,1984,country
Long Hard Road (The Sharecropper's Dream),Nitty Gritty Dirt Band,1984,country
I Don't Wanna Lose Your Love,Crystal Gayle,1984,country
Let's Fall To Pieces Together,George Strait,1984,country
Thank God For The Radio,The Kendalls,1984,country
Everyday,Oak Ridge Boys,1984,country
Let's Stop Talkin' About It,Janie Fricke,1984,country
I Guess It Never Hurts To Hurt Sometimes,Oak Ridge Boys,1984,country
Angel In Disguise,Earl Thomas Conley,1984,country
Let's Chase Each Other Around The Room,Merle Haggard,1984,country
Honey (Open That Door),Ricky Skaggs,1984,country
As Long As I'm Rockin' With You,John Conlee,1984,country
The Yellow Rose,Johnny Lee with Lane Brody,1984,country
Baby Bye Bye,Gary Morris,1984,country
Don't Make It Easy For Me,Earl Thomas Conley,1984,country
Don't Cheat In Our Hometown,Ricky Skaggs,1984,country
Roll On (Eighteen Wheeler),Alabama,1984,country
A Place to Fall Apart,Merle Haggard,1984,country
(There's A) Fire in the Night,Alabama,1984,country
She's My Rock,George Jones,1984,country
You've Really Got A Hold On Me,Mickey Gilley,1984,country
To Me,Barbara Mandrell & Lee Greenwood,1984,country
Ev'ry Heart Should Have One,Charley Pride,1984,country
Years After You,John Conlee,1984,country
Mona Lisa Lost Her Smile,David Allan Coe,1984,country
Only A Lonely Heart Knows,Barbara Mandrell,1984,country
I've Been Wrong Before,Deborah Allen,1984,country
Something in My Heart,Ricky Skaggs,1984,country
I Never Quite Got Back (From Loving You),Sylvia,1984,country
You've Still Got A Place In My Heart,George Jones,1984,country
You Made A Wanted Man Of Me,Ronnie McDowell,1984,country
I Love Only You,Nitty Gritty Dirt Band,1984,country
Sentimental Ol' You,Charly McClain,1984,country
Somewhere Down the Line,T. G. Sheppard,1984,country
B-B-B-Burnin' Up With Love,Eddie Rabbitt,1984,country
The Lady Takes the Cowboy Every Time,Larry Gatlin,1984,country
You Turn Me On (Like a Radio),Ed Bruce,1984,country
Two Car Garage,B.J. Thomas,1984,country
Save The Last Dance For Me,Dolly Parton,1984,country
Atlanta Blue,The Statler Brothers,1984,country
Fool's Gold,Lee Greenwood,1984,country
Happy Birthday Dear Heartache,Barbara Mandrell,1984,country
Man Of Steel,Hank Williams Jr.,1984,country
Buried Treasure,Kenny Rogers,1984,country
She Sure Got Away With My Heart,John Anderson,1984,country
After All,Ed Bruce,1984,country
Too Good To Stop Now,Mickey Gilley,1984,country
Why Lady Why,Gary Morris,1984,country
I May Be Used (But Baby I Ain't Used Up),Waylon Jennings,1984,country
Way Back,John Conlee,1984,country
A Lady Like You,Glen Campbell,1984,country
Lonely Women Make Good Lovers,Steve Wariner,1984,country
Ozark Mountain Jubilee,Oak Ridge Boys,1984,country
Me Against the Night,Crystal Gayle,1984,country
Sweet Country Music,Atlanta,1984,country
Just A Little Love,Reba McEntire,1984,country
Make My Day,TG Sheppard with Clint Eastwood,1984,country
Candy Man,Charly McClain & Mickey Gilley,1984,country
Forget About Me,Bellamy Brothers,1984,country
Attitude Adjustment,Hank Williams Jr.,1984,country
World's Greatest Lover,Bellamy Brothers,1984,country
God Bless The USA,Lee Greenwood,1984,country
America,Waylon Jennings,1984,country
Morning Desire,Kenny Rogers,1985,country
Lost In The Fifties Tonight (In The Still Of The Night),Ronnie Milsap,1985,country
Real Love,Dolly Parton (with Kenny Rogers),1985,country
Everyday,James Taylor,1985,country
The Best Year Of My Life,Eddie Rabbitt,1985,country
She Keeps The Home Fires Burning,Ronnie Milsap,1985,country
There's No Stopping Your Heart,Marie Osmond,1985,country
Too Much On My Heart,The Statler Brothers,1985,country
Modern Day Romance,Nitty Gritty Dirt Band,1985,country
Some Fools Never Learn,Steve Wariner,1985,country
I'll Never Stop Loving You,Gary Morris,1985,country
There's No Way,Alabama,1985,country
Have Mercy,The Judds,1985,country
"Touch A Hand, Make A Friend",Oak Ridge Boys,1985,country
Radio Heart,Charly McClain,1985,country
I Don't Know Why You Don't Want Me,Rosanne Cash,1985,country
I'm For Love,Hank Williams Jr.,1985,country
I Don't Mind the Throns (If You're the Rose),Lee Greenwood,1985,country
The Chair,George Strait,1985,country
Hang On To Your Heart,Exile,1985,country
Dixie Road,Lee Greenwood,1985,country
Love Is Alive,The Judds,1985,country
Make My Life With You,Oak Ridge Boys,1985,country
Never Be You,Rosanne Cash,1985,country
How Blue,Reba McEntire,1985,country
Forty Hour Week (For A Livin'),Alabama,1985,country
Does Fort Worth Ever Cross Your Mind,George Strait,1985,country
Baby's Got Her Blue Jeans On,Mel McDaniel,1985,country
You Make Me Want To Make You Mine,Juice Newton,1985,country
Crazy,Kenny Rogers,1985,country
Little Things,Oak Ridge Boys,1985,country
Love Don't Care (Whose Heart It Breaks),Earl Thomas Conley,1985,country
Forgiving You Was Easy,Willie Nelson,1985,country
Meet Me In Montana,Marie Osmond with Dan Seals,1985,country
Highwayman,Highwaymen,1985,country
Honor Bound,Earl Thomas Conley,1985,country
Nobody Falls Like A Fool,Earl Thomas Conley,1985,country
She's A Miracle,Exile,1985,country
A Place To Fall Apart,Merle Haggard (with Janie Fricke),1985,country
Step That Step,Sawyer Brown,1985,country
Girls Night Out,The Judds (Wynonna & Naomi),1985,country
Can't Keep A Good Man Down,Alabama,1985,country
Somebody Should Leave,Reba McEntire,1985,country
I Fell In Love Again Last Night,The Forester Sisters,1985,country
Seven Spanish Angels,Ray Charles (with Willie Nelson),1985,country
Hurt,Juice Newton,1985,country
Time Don't Run Out On Me,Anne Murray,1985,country
Country Girls,John Schneider,1985,country
Natural High,Merle Haggard,1985,country
My Only Love,The Statler Brothers,1985,country
Don't Call It Love,Dolly Parton,1985,country
Crazy For Your Love,Exile,1985,country
Ain't She Somethin' Else,Conway Twitty,1985,country
(There's A) Fire In The Night,Alabama,1985,country
Don't Call Him A Cowboy,Conway Twitty,1985,country
Baby Bye Bye,Gary Morris,1985,country
Don't Underestimate My Love for You,Lee Greenwood,1985,country
I Need More Of You,Bellamy Brothers,1985,country
Country Boy,Ricky Skaggs,1985,country
A Girls Night Out,The Judds,1985,country
Fallin' In Love,Sylvia,1985,country
Fourty Hour Week (For a Livin'),Alabama,1985,country
Years After You,John Conlee,1985,country
High Horse,Nitty Gritty Dirt Band,1985,country
My Baby's Got Good Timing,Dan Seals,1985,country
Drinkin' And Dreamin',Waylon Jennings,1985,country
She's Single Again,Janie Fricke,1985,country
The First Word in Memory Is Me,Janie Fricke,1985,country
Lie To You For Your Love,Bellamy Brothers,1985,country
Old Hippie,Bellamy Brothers,1985,country
Something In My Heart,Ricky Skaggs,1985,country
Walkin' A Broken Heart,Don Williams,1985,country
You Turn Me On (Like A Radio),Ed Bruce,1985,country
I'd Lie to You for Your Love,The Bellamy Brothers,1985,country
Used To Blue,Sawyer Brown,1985,country
What I Didn't Do,Steve Wariner,1985,country
You Should Have Been Gone by Now,Eddy Raven,1985,country
Hello Mary Lou,The Statler Brothers,1985,country
Who's Gonna Fill Their Shoes,George Jones,1985,country
Between Blue Eyes And Jeans,Conway Twitty,1985,country
Nobody Wants To Be Alone,Crystal Gayle,1985,country
Rollin' Lonely,Johnny Lee,1985,country
Me Against The Night,Crystal Gayle,1985,country
The One I Loved Back Then (The Corvette Song),George Jones,1985,country
Warning Sign,Eddie Rabbitt,1985,country
Somebody Else's Fire,Janie Fricke,1985,country
This Ain't Dallas,Hank Williams Jr.,1985,country
A Lady Like You,Glen Campbell,1985,country
One Owner Heart,T. G. Sheppard,1985,country
Stand Up,Mel McDaniel,1985,country
Only In My Mind,Reba McEntire,1985,country
The Fireman,George Strait,1985,country
With Just One Look In Your Eyes,Charly McClain & Wayne Massey,1985,country
Betty's Bein' Bad,Sawyer Brown,1985,country
A Long And Lasting Love,Crystal Gayle,1985,country
I Wanna Say Yes,Louise Mandrell,1985,country
In A New York Minute,Ronnie McDowell,1985,country
The Cowboy Rides Away,George Strait,1985,country
Old School,John Conlee,1985,country
I Don't Think I'm Ready For You,Anne Murray,1985,country
At This Moment,Billy Vera,1986,country
Facts of Love,Jeff Lorber & Karyn White,1986,country
Never Be You,Rosanne Cash,1986,country
Morning Desire,Kenny Rogers,1986,country
Deep River Woman,Lionel Richie,1986,country
Whoever's In New England,Reba McEntire,1986,country
You Can Dream Of Me,Steve Wariner,1986,country
Mind Your Own Business,Hank Williams Jr.,1986,country
Just In Case,The Forester Sisters,1986,country
On The Other Hand,Randy Travis,1986,country
Tomb Of The Unknown Love,Kenny Rogers,1986,country
You're The Last Thing I Needed Tonight,John Schneider,1986,country
Once In A Blue Moon,Earl Thomas Conley,1986,country
It'll Be Me,Exile,1986,country
Rockin' with the Rhythm of the Rain,The Judds,1986,country
Until I Met You,Judy Rodman,1986,country
What's A Memory Like You (Doing In A Love Like This),John Schneider,1986,country
Just Another Love,Tanya Tucker,1986,country
There's No Stopping Your Heart,Marie Osmond,1986,country
Grandpa (Tell Me 'Bout the Good 'Ol days),The Judds,1986,country
That Rock Won't Roll,Restless Heart,1986,country
Mama's Never Seen Those Eyes,The Forester Sisters,1986,country
Mornin' Ride,Lee Greenwood,1986,country
Cajun Moon,Ricky Skaggs,1986,country
"Happy, Happy Birthday Baby",Ronnie Milsap,1986,country
Strong Heart,T. G. Sheppard,1986,country
Hearts Aren't Made To Break (They're Made To Love),Lee Greenwood,1986,country
Think About Love,Dolly Parton,1986,country
Now And Forever (You And Me),Anne Murray,1986,country
Everything That Glitters (Is Not Gold),Dan Seals,1986,country
Bop,Dan Seals,1986,country
Makin' Up For Lost Time (The Dallas Lovers' Song),Crystal Gayle & Gary Morris,1986,country
Life's Highway,Steve Wariner,1986,country
Too Much Is Not Enough,The Bellamy Brothers with the Forester Sisters,1986,country
Leave Me Lonely,Gary Morris,1986,country
Cry,Crystal Gayle,1986,country
You're Still New To Me,Marie Osmond (with Paul Davis),1986,country
I Could Get Used To You,Exile,1986,country
Living In The Promiseland,Willie Nelson,1986,country
It Ain't Cool To Be Crazy About You,George Strait,1986,country
Hell And High Water,T. Graham Brown,1986,country
Nobody In His Right Mind Would've Left Her,George Strait,1986,country
In Love,Ronnie Milsap,1986,country
Diggin' Up Bones,Randy Travis,1986,country
"Always Have, Always Will",Janie Fricke,1986,country
Give Me Wings,Michael Johnson,1986,country
Little Rock,Reba McEntire,1986,country
Heartbeat In The Darkness,Don Williams,1986,country
Both to Each Other (Friends & Lovers),Juice Newton,1986,country
Touch Me When We're Dancing,Alabama,1986,country
Cry Myself to Sleep,The Judds,1986,country
Hurt,Juice Newton,1986,country
Ain't Misbehavin',Hank Williams Jr.,1986,country
Desperado Love,Conway Twitty,1986,country
Baby's Got a New Baby,"Schuyler, Knobloch, & Overstreet",1986,country
100% Chance Of Rain,Gary Morris,1986,country
She And I,Alabama,1986,country
Don't Underestimate My Love For You,Lee Greenwood,1986,country
Lonely Alone,The Forester Sisters,1986,country
She Used to Be Somebody's Baby,Larry Gatlin,1986,country
Too Many Times,Earl Thomas Conley & Anita Pointer,1986,country
Country State Of Mind,Hank Williams Jr.,1986,country
The One I Loved Back Then (The Corvette Song),George Jones,1986,country
Feelin' The Feelin',Bellamy Brothers,1986,country
Half Past Forever (Till I'm Blue in the Heart),T. G. Sheppard,1986,country
We've Got A Good Fire Goin',Don Williams,1986,country
One Love At A Time,Tanya Tucker,1986,country
Savin' My Love For You,Pake McEntire,1986,country
Sometimes A Lady,Eddy Raven,1986,country
Home Again In My Heart,Nitty Gritty Dirt Band,1986,country
Love At The Five & Dime,Kathy Mattea,1986,country
Come On In (You Did The Best You Could Do),Oak Ridge Boys,1986,country
Right Hand Man,Eddy Raven,1986,country
Honky Tonk Man,Dwight Yoakam,1986,country
You Should Have Been Gone By Now,Eddy Raven,1986,country
I Wish That I Could Hurt That Way Again,T. Graham Brown,1986,country
You're Something Special To Me,George Strait,1986,country
Nights,Ed Bruce,1986,country
Love's Gonna Get You Someday,Ricky Skaggs,1986,country
Read My Lips,Marie Osmond,1986,country
"Guitars, Cadillacs",Dwight Yoakam,1986,country
Repetitive Regret,Eddie Rabbitt,1986,country
Starting Over Again,Steve Wariner,1986,country
Hold On,Rosanne Cash,1986,country
Fast Lanes and Country Roads,Barbara Fairchild,1986,country
Memories To Burn,Gene Watson,1986,country
Midnight Girl - Sunset Town,Sweethearts of the Rodeo,1986,country
Old Flame,Juice Newton,1986,country
Your Memory Ain't What It Used To Be,Mickey Gilley,1986,country
Second To No One,Rosanne Cash,1986,country
Stand A Little Rain,Nitty Gritty Dirt Band,1986,country
Will The Wolf Survive,Waylon Jennings,1986,country
I Had A Beautiful Time,Merle Haggard,1986,country
At The Sound Of The Tone,John Schneider,1986,country
Easy To Please,Janie Fricke,1986,country
Old School,John Conlee,1986,country
Count On Me,The Statler Brothers,1986,country
Betty's Bein' Bad,Sawyer Brown,1986,country
All Tied Up,Ronnie McDowell,1986,country
No One Mends A Broken Heart Like You,Barbara Mandrell,1986,country
"Forever And Ever, Amen",Randy Travis,1987,country
Give Me Wings,Michael Johnson,1987,country
Cry Myself To Sleep,The Judds (Wynonna & Naomi),1987,country
You Still Move Me,Dan Seals,1987,country
What Am I Gonna Do About You,Reba McEntire,1987,country
"Twinkle, Twinkle, Lucky Star",Merle Haggard,1987,country
Somewhere Tonight,Highway 101,1987,country
You Again,The Forester Sisters,1987,country
The Way We Make A Broken Heart,Rosanne Cash,1987,country
Somebody Lied,Ricky Van Shelton,1987,country
The Last One To Know,Reba McEntire,1987,country
Why Does It Have To Be (Wrong Or Right),Restless Heart,1987,country
One Promise Too Late,Reba McEntire,1987,country
Tennessee Flat-Top Box,Rosanne Cash,1987,country
That Was A Close One,Earl Thomas Conley,1987,country
This Crazy Love,Oak Ridge Boys,1987,country
The Moon Is Still Over Her Shoulder,Michael Johnson,1987,country
Do Ya,K. T. Oslin,1987,country
To Know Him Is to Love Him,"Dolly Parton, Emmylou Harris & Linda Ronstadt",1987,country
It Takes A Little Rain (To Make Love Grow),Oak Ridge Boys,1987,country
Fishin' In The Dark,Nitty Gritty Dirt Band,1987,country
The Weekend,Steve Wariner,1987,country
Mornin' Ride,Lee Greenwood,1987,country
I'll Still Be Loving You,Restless Heart,1987,country
I Won't Need You Anymore (Always And Forever),Randy Travis,1987,country
Three Time Loser,Dan Seals,1987,country
Lynda,Steve Wariner,1987,country
Leave Me Lonely,Gary Morris,1987,country
Straight To The Heart,Crystal Gayle,1987,country
She's Too Good To Be True,Exile,1987,country
Right From The Start,Earl Thomas Conley,1987,country
Can't Stop My Heart From Loving You,The O'Kanes,1987,country
"Make No Mistake, She's Mine",Ronnie Milsap & Kenny Rogers,1987,country
You've Got The Touch,Alabama,1987,country
Born To Boogie,Hank Williams Jr.,1987,country
Maybe Your Baby's Got The Blues,The Judds,1987,country
Twenty Years Ago,Kenny Rogers,1987,country
Rose In Paradise,Waylon Jennings,1987,country
All My Ex's Live In Texas,George Strait,1987,country
Don't Go To Strangers,T. Graham Brown,1987,country
Ocean Front Property,George Strait,1987,country
Life Turned Her That Way,Ricky Van Shelton,1987,country
Baby's Got A New Baby,S-K-O,1987,country
"Shine, Shine, Shine",Eddy Raven,1987,country
Small Town Girl,Steve Wariner,1987,country
Snap Your Fingers,Ronnie Milsap,1987,country
I Will Be There,Dan Seals,1987,country
I Can't Get Close Enough,Exile,1987,country
Kids Of The Baby Boom,Bellamy Brothers,1987,country
I Know Where I'm Going,The Judds,1987,country
Goin' Gone,Kathy Mattea,1987,country
How Do I Turn You On,Ronnie Milsap,1987,country
I Can't Win For Losin' You,Earl Thomas Conley,1987,country
A Long Line Of Love,Michael Martin Murphey,1987,country
Am I Blue,George Strait,1987,country
(I'd Choose) You Again,The Forester Sisters,1987,country
Half Past Forever (Till I'm Blue In The Heart),T.G. Sheppard,1987,country
Face to Face,Alabama & K. T. Oslin,1987,country
Young Country,"Hank Williams, Jr.",1987,country
Love Me Like You Used To,Tanya Tucker,1987,country
Julia,Conway Twitty,1987,country
No Place Like Home,Randy Travis,1987,country
You're My First Lady,T. G. Sheppard,1987,country
This Missin' You Heart of Mine,Sawyer Brown,1987,country
One for the Money,T. G. Sheppard,1987,country
Love Someone Like Me,Holly Dunn,1987,country
"Whiskey, If You Were A Woman",Highway 101,1987,country
I Prefer The Moonlight,Kenny Rogers,1987,country
One Step Forward,Desert Rose Band,1987,country
Fallin' For You For Years,Conway Twitty,1987,country
I Want To Know You Before We Make Love,Conway Twitty,1987,country
I'll Come Back As Another Woman,Tanya Tucker,1987,country
Baby's Got A Hold On Me,Nitty Gritty Dirt Band,1987,country
Right Hand Man,Eddy Raven,1987,country
Then It's Love,Don Williams,1987,country
You're Never Too Old For Young Love,Eddy Raven,1987,country
Telling Me Lies,"Dolly Parton, Emmylou Harris & Linda Ronstadt",1987,country
Crazy From The Heart,Bellamy Brothers,1987,country
She Couldn't Love Me Anymore,T. Graham Brown,1987,country
Only When I Love,Holly Dunn,1987,country
(I'm Gonna) Miss You Girl,Michael Martin Murphey,1987,country
Talkin' to the Moon,Larry Gatlin,1987,country
The Bed You Made For Me,Highway 101,1987,country
I'll Never Be In Love Again,Don Williams,1987,country
Domestic Life,John Conlee,1987,country
Crazy Over You,Foster & Lloyd,1987,country
Let The Music Lift You Up,Reba McEntire,1987,country
Midnight Girl/Sunset Town,Sweethearts Of The Rodeo,1987,country
Chains Of Gold,Sweethearts Of The Rodeo,1987,country
Another World,Crystal Gayle & Gary Morris,1987,country
Heaven Can't Be Found,"Hank Williams, Jr.",1987,country
Do You Believe Me Now,Vern Gosdin,1987,country
Crying Shame,Michael Johnson,1987,country
A Face in the Crowd,Michael Martin Murphey,1987,country
Love Reunited,The Desert Rose Band,1987,country
Those Memories Of You,"Dolly Parton, Linda Ronstadt, Emmylou Harris",1987,country
Too Many Rivers,The Forester Sisters,1987,country
You're The Power,Kathy Mattea,1987,country
Till I'm Too Old To Die Young,Moe Bandy,1987,country
The Hand That Rocks The Cradle,Glen Campbell with Stevie Wonder,1987,country
Perfect,Fairground Attraction,1988,country
When You Say Nothing At All,Keith Whitley,1988,country
Wheels,Restless Heart,1988,country
Goin' Gone,Kathy Mattea,1988,country
Strong Enough To Bend,Tanya Tucker,1988,country
I'll Leave This World Loving You,Ricky Van Shelton,1988,country
Too Gone Too Long,Randy Travis,1988,country
Set 'Em Up Joe,Vern Gosdin,1988,country
If You Change Your Mind,Rosanne Cash,1988,country
I Told You So,Randy Travis,1988,country
Joe Knows How To Live,Eddy Raven,1988,country
I Can't Get Close Enough,Exile,1988,country
Where Do The Nights Go,Ronnie Milsap,1988,country
The Wanderer,Eddie Rabbitt,1988,country
Streets Of Bakersfield,Dwight Yoakam & Buck Owens,1988,country
I Couldn't Leave You If I Tried,Rodney Crowell,1988,country
I'm Gonna Get You,Eddy Raven,1988,country
Eighteen Wheels And A Dozen Roses,Kathy Mattea,1988,country
If It Don't Come Easy,Tanya Tucker,1988,country
Don't Close Your Eyes,Keith Whitley,1988,country
I Wanna Dance With You,Eddie Rabbitt,1988,country
We Believe In Happy Endings,Earl Thomas Conley with Emmylou Harris,1988,country
It's Such A Small World,Rodney Crowell & Rosanne Cash,1988,country
One Friend,Dan Seals,1988,country
Runaway Train,Rosanne Cash,1988,country
He's Back and I'm Blue,Desert Rose Band,1988,country
I Won't Take Less Than Your Love,Tanya Tucker (with Paul Davis & Paul Overstreet),1988,country
Don't We All Have The Right,Ricky Van Shelton,1988,country
I Still Believe in You,Desert Rose Band,1988,country
Bluest Eyes In Texas,Restless Heart,1988,country
I Sang Dixie,Dwight Yoakam,1988,country
What She Is (Is A Woman In Love),Earl Thomas Conley,1988,country
Face To Face,Alabama,1988,country
Tennessee Flat-Top Box,Rosanne Cash,1988,country
Turn It Loose,The Judds,1988,country
Famous Last Words Of A Fool,George Strait,1988,country
"Twinkle, Twinkle Lucky Star",Merle Haggard,1988,country
If You Ain't Lovin' (You Ain't Livin'),George Strait,1988,country
Hold Me,K. T. Oslin,1988,country
"Cry, Cry, Cry",Highway 101,1988,country
Love Will Find Its Way To You,Reba McEntire,1988,country
Gonna Take A Lot Of River,Oak Ridge Boys,1988,country
I Know How He Feels,Reba McEntire,1988,country
Fallin' Again,Alabama,1988,country
"Gonna Take a Lot of River (Mississippi, Monongahela, Ohio)",The Oak Ridge Boys,1988,country
I'll Always Come Back,K. T. Oslin,1988,country
From a Jack to a King,Ricky Van Shelton,1988,country
Honky Tonk Moon,Randy Travis,1988,country
A Tender Lie,Restless Heart,1988,country
Addicted,Dan Seals,1988,country
Change of Heart,The Judds,1988,country
Baby Blue,George Strait,1988,country
(Do You Love Me) Just Say Yes,Highway 101,1988,country
Life Turned Her That Way,Ricky Van Shelton,1988,country
Darlene,T. Graham Brown,1988,country
Song of the South,Alabama,1988,country
I Should Be With You,Steve Wariner,1988,country
New Shade Of Blue,Southern Pacific,1988,country
Give A Little Love,The Judds,1988,country
